City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ar rahad,12.7167,30.65,32.99,21,15,4.16,SD,1733485129
366,oranjestad,12.524,-70.027,27.73,78,20,3.6,AW,1733485130
367,tulagi,-9.0996,160.1476,29.74,74,100,6.87,SB,1733485131
368,mossel bay,-34.1831,22.146,23.96,74,98,11.11,ZA,1733485132
369,hithadhoo,-0.6,73.0833,28.03,74,87,3.9,MV,1733485133
370,itoman,26.1247,127.6694,21.01,81,75,6.17,JP,1733485134
371,darwin,-12.4611,130.8418,26.99,85,75,2.57,AU,1733485136
372,kavaratti,10.5669,72.642,27.63,75,41,1.4,IN,1733485137
373,irbit,57.6705,63.071,-7.72,86,9,2.66,RU,1733485138
374,pandan,14.0453,124.1694,26.57,89,88,3.25,PH,1733485139
375,touros,-5.1989,-35.4608,28.46,66,99,6.5,BR,1733485138
376,westport,41.1415,-73.3579,-0.1,57,0,6.69,US,1733484892
377,tralee,52.2704,-9.7026,10.14,87,100,5.14,IE,1733485142
378,aksu,41.1231,80.2644,-0.13,58,91,0.66,CN,1733485144
379,port elizabeth,-33.918,25.5701,26.16,44,0,9.26,ZA,1733485146
380,khandyga,62.6667,135.6,-31.23,100,100,1.32,RU,1733485147
381,rio preto da eva,-2.6994,-59.6997,25.03,93,100,1.79,BR,1733485148
382,la'ie,21.6477,-157.9253,22.81,92,34,6.45,US,1733485149
383,cidreira,-30.1811,-50.2056,24.76,70,68,3.46,BR,1733485150
384,trairi,-3.2778,-39.2689,29.04,60,100,5.48,BR,1733485151
385,arkhangel'sk,64.5401,40.5433,-6.94,93,100,3.0,RU,1733485152
386,wynyard,-41.0,145.7167,17.33,83,100,1.07,AU,1733485153
387,buritis,-15.6178,-46.4233,25.45,58,32,2.67,BR,1733485154
388,lebu,-37.6167,-73.65,12.88,78,27,0.87,CL,1733485155
389,swakopmund,-22.6833,14.5333,17.87,78,37,5.72,NA,1733485156
390,salinas,36.6777,-121.6555,14.33,51,0,2.52,US,1733484907
391,hede,33.7681,120.2517,7.69,60,100,1.61,CN,1733485159
392,ocana,8.2377,-73.356,18.05,88,27,1.73,CO,1733485160
393,douglas,41.3,-96.167,-5.9,65,0,6.17,US,1733485158
394,margate,51.3813,1.3862,8.82,73,32,0.89,GB,1733485162
395,tegueste,28.5167,-16.3167,19.79,76,20,5.81,ES,1733485163
396,santa rosa,14.3122,121.1114,28.38,83,88,4.44,PH,1733485164
397,shenjiamen,29.9576,122.298,10.72,72,97,3.57,CN,1733485166
398,urucui,-7.2294,-44.5561,29.49,49,1,4.79,BR,1733485167
399,vila franca do campo,37.7167,-25.4333,19.23,99,64,2.14,PT,1733485168
400,kaa-khem,51.6833,94.7333,-11.38,94,68,1.62,RU,1733485170
401,baikonur,45.6167,63.3167,0.05,74,41,3.16,KZ,1733485171
402,luganville,-15.5333,167.1667,25.72,82,100,0.33,VU,1733485172
403,bogande,12.9714,-0.1436,31.12,10,13,6.47,BF,1733485173
404,nea ionia,38.0373,23.7595,16.45,89,40,2.24,GR,1733485175
405,wilmore,37.862,-84.6616,-7.5,73,0,1.91,US,1733485176
406,makushino,55.2103,67.2442,-9.99,95,100,4.45,RU,1733485177
407,jayapura,-2.5333,140.7,24.66,89,100,2.64,ID,1733485179
408,nguigmi,14.2495,13.1092,28.65,14,89,4.61,NE,1733485180
409,fale old settlement,-9.3852,-171.2468,28.15,78,21,5.33,TK,1733485181
410,zamora,-4.0692,-78.9567,20.58,96,100,1.22,EC,1733484905
411,atafu village,-8.5421,-172.5159,28.28,76,23,4.38,TK,1733485183
412,axim,4.8699,-2.2405,29.9,60,20,3.59,GH,1733485184
413,eyl,7.9803,49.8164,29.08,56,16,10.36,SO,1733485185
414,jiayuguan,39.8167,98.3,-4.66,58,23,1.26,CN,1733485187
415,padang,-0.9492,100.3543,26.03,82,81,0.91,ID,1733485188
416,saudarkrokur,65.7461,-19.6394,-3.37,92,100,4.85,IS,1733485190
417,tughyl,47.7252,84.2063,-4.21,85,74,2.07,KZ,1733485191
418,gonzaga,44.9498,10.8209,9.41,67,63,3.44,IT,1733485192
419,robore,-18.3333,-59.75,26.05,94,75,3.09,BO,1733485193
420,lubang,13.8584,120.124,29.16,78,97,7.91,PH,1733485194
421,lubango,-14.9172,13.4925,25.24,44,66,1.6,AO,1733485195
422,vorkuta,67.5,64.0,-7.55,93,100,3.91,RU,1733485196
423,wichita falls,33.9137,-98.4934,-0.92,66,0,1.54,US,1733485197
424,arteche,12.2645,125.4048,26.37,90,73,1.92,PH,1733485198
425,new braunfels,29.703,-98.1245,10.08,58,100,6.69,US,1733485014
426,mount isa,-20.7333,139.5,27.87,74,77,1.54,AU,1733485200
427,chester,40.1254,-75.8749,-2.28,61,0,7.2,US,1733485201
428,alice springs,-23.7,133.8833,29.75,54,100,3.09,AU,1733485203
429,sirte,31.2089,16.5887,17.18,62,31,1.74,LY,1733485204
430,aykhal,66.0,111.5,-11.17,93,100,9.34,RU,1733485205
431,mahayag,8.1183,123.4455,25.25,96,97,1.17,PH,1733485206
432,barberton,-25.7884,31.0532,34.3,26,26,4.12,ZA,1733485006
433,kilindoni,-7.9139,39.6668,28.54,71,21,5.18,TZ,1733485208
434,golfito,8.639,-83.166,20.21,97,56,1.13,CR,1733485209
435,esmeraldas,-19.7625,-44.3139,23.26,67,38,2.92,BR,1733485210
436,jining,35.405,116.5814,6.01,40,19,2.71,CN,1733485211
437,la paz,-16.5,-68.15,9.99,80,40,1.03,BO,1733484994
438,menongue,-14.6585,17.691,31.22,24,59,1.92,AO,1733485213
439,pangkalan brandan,4.0238,98.2782,25.07,92,64,1.79,ID,1733485214
440,kourou,5.1552,-52.6478,27.24,71,91,2.66,GF,1733485216
441,egilsstadir,65.2653,-14.3948,-0.05,69,100,4.12,IS,1733485217
442,muntok,-2.0667,105.1833,28.02,78,100,3.37,ID,1733485218
443,durango,24.8333,-104.8333,8.86,60,88,1.62,MX,1733485219
444,abu al matamir,30.9102,30.1744,23.76,32,8,1.75,EG,1733485220
445,pariaman,-0.619,100.12,26.03,79,83,0.4,ID,1733485221
446,laojunmiao,39.8333,97.7333,-8.57,60,18,2.27,CN,1733485222
447,alliance,40.9153,-81.1059,-6.8,88,55,4.18,US,1733485223
448,gulma,12.6423,4.3555,30.91,10,84,5.9,NG,1733485225
449,ust-tsilma,65.441,52.1498,-7.2,89,79,4.08,RU,1733485226
450,imperatriz,-5.5264,-47.4917,26.03,89,20,1.54,BR,1733485195
451,qandala,11.472,49.8728,26.72,67,21,5.5,SO,1733485229
452,antsiranana,-12.2787,49.2917,32.42,43,20,6.17,MG,1733485230
453,jalpan,21.2333,-99.4833,16.37,97,90,0.97,MX,1733485231
454,lorengau,-2.0226,147.2712,28.5,75,100,4.94,PG,1733485232
455,santuario,6.1383,-75.2642,13.07,99,75,1.03,CO,1733485233
456,prince rupert,54.3161,-130.3201,9.05,88,100,13.38,CA,1733485234
457,kuanda,56.3161,116.0806,-24.32,96,99,0.24,RU,1733485235
458,okakarara,-20.5833,17.4333,37.13,9,1,1.61,NA,1733485236
459,dahlonega,34.5326,-83.9849,-4.09,67,46,1.53,US,1733485237
460,maumere,-8.6199,122.2111,25.67,91,100,3.84,ID,1733485238
461,brovary,50.5,30.7667,1.01,95,90,4.41,UA,1733485239
462,souillac,-20.5167,57.5167,28.21,61,40,6.17,MU,1733485241
463,tobelo,1.7284,128.0095,26.8,84,74,2.45,ID,1733485242
464,midland,31.9974,-102.0779,6.14,61,100,5.14,US,1733485104
465,jamestown,42.097,-79.2353,-7.2,79,100,5.14,US,1733485010
466,sterling,39.0062,-77.4286,-1.84,64,20,4.63,US,1733485245
467,tazacorte,28.629,-17.9293,20.54,73,40,4.12,ES,1733485246
468,tabas,33.5959,56.9244,15.88,15,36,4.8,IR,1733485248
469,sumbe,-11.2061,13.8437,27.3,76,89,3.07,AO,1733485249
470,satuek,15.297,103.2919,29.31,51,0,1.03,TH,1733485250
471,siniscola,40.5719,9.6922,14.94,73,99,4.49,IT,1733485251
472,chiang khong,20.2613,100.4046,23.75,77,26,0.72,TH,1733485252
473,kili,5.6439,169.1211,28.32,83,86,9.73,MH,1733485253
474,novogrudok,53.6,25.8333,-2.34,74,100,6.11,BY,1733485255
475,starozhilovo,54.2254,39.916,-6.15,84,100,5.02,RU,1733485256
476,arar,30.9753,41.0381,15.01,31,40,3.6,SA,1733485257
477,ajdabiya,30.7554,20.2263,18.04,51,90,4.78,LY,1733485258
478,puerto deseado,-47.7503,-65.8938,7.69,49,18,6.89,AR,1733485259
479,wewak,-3.5534,143.6268,26.65,86,93,3.1,PG,1733485260
480,verkhniye sergi,56.6469,59.5556,-10.66,97,58,2.09,RU,1733485262
481,nar'yan-mar,67.6713,53.087,-2.9,90,89,7.54,RU,1733485264
482,la sierpe,21.7717,-79.2684,17.65,85,86,3.37,CU,1733485265
483,es castell,39.8795,4.2854,18.38,63,20,3.6,ES,1733485266
484,puerto aysen,-45.4,-72.7,6.88,98,99,1.35,CL,1733485267
485,santiago de chuco,-8.15,-78.1833,10.54,78,44,0.66,PE,1733485268
486,polyarnyy,69.1989,33.4478,-6.13,88,99,7.6,RU,1733485269
487,mana,5.6592,-53.7767,26.8,70,78,3.59,GF,1733485270
488,rio grande,-32.035,-52.0986,23.04,79,100,5.37,BR,1733485271
489,dubbo,-32.25,148.6167,24.07,83,75,4.12,AU,1733485272
490,sanica,44.6142,16.6411,9.2,71,100,0.56,BA,1733485273
491,sakakah,29.9697,40.2064,17.76,27,100,6.42,SA,1733485274
492,kruisfontein,-34.0033,24.7314,24.35,43,92,11.04,ZA,1733485276
493,ylitornio,66.3089,23.6773,0.18,96,100,5.62,FI,1733485277
494,marsa alam,25.0757,34.8918,23.86,50,62,4.49,EG,1733485278
495,pisco,-13.7,-76.2167,19.03,82,100,2.06,PE,1733485279
496,machico,32.7,-16.7667,22.06,86,75,5.14,PT,1733485280
497,cabedelo,-6.9811,-34.8339,24.37,72,77,7.14,BR,1733485281
498,basudebpur,21.1353,86.7386,22.66,63,2,3.59,IN,1733485282
499,pocatello,42.8713,-112.4455,-4.9,90,22,2.22,US,1733485283
500,chegdomyn,51.1167,133.0167,-26.68,97,83,1.04,RU,1733485284
501,paracuru,-3.41,-39.0306,29.44,60,99,6.24,BR,1733485285
502,abu qurqas,27.9312,30.8384,21.86,36,61,1.27,EG,1733485286
503,gargalianoi,37.0667,21.6333,15.57,72,100,4.17,GR,1733485287
504,forres,57.6113,-3.6108,5.12,78,20,4.12,GB,1733485289
505,bela,25.9333,81.9833,19.58,25,7,2.84,IN,1733485290
506,cururupu,-1.8283,-44.8683,27.52,69,98,2.4,BR,1733485291
507,hobyo,5.3505,48.5268,28.45,61,2,10.01,SO,1733485292
508,belyy yar,53.6039,91.3903,-11.06,92,40,1.0,RU,1733485293
509,usinsk,65.9939,57.5281,-8.05,94,100,7.36,RU,1733485245
510,dhuusamarreeb,5.535,46.3861,33.88,24,16,6.78,SO,1733485295
511,selfoss,63.9331,-20.9971,-6.64,86,11,2.13,IS,1733485296
512,anori,-3.7728,-61.6442,25.01,92,99,0.48,BR,1733485297
513,waddan,29.1614,16.139,13.44,72,77,7.14,LY,1733485298
514,al hazm,16.1641,44.7769,26.45,15,2,4.29,YE,1733485299
515,okuta,9.2167,3.1833,32.44,14,96,1.92,NG,1733485300
516,vadso,70.0744,29.7487,-3.91,86,75,3.6,NO,1733485302
517,sola,-13.8833,167.55,26.9,78,100,6.42,VU,1733485303
518,caleta de carquin,-11.0925,-77.6267,19.11,90,89,2.32,PE,1733485304
519,misratah,32.3754,15.0925,17.68,78,100,9.89,LY,1733485073
520,recani,31.2846,-4.2688,18.43,27,4,1.19,MA,1733485307
521,moyynkum,44.2914,72.9469,2.09,71,100,1.91,KZ,1733485308
522,den burg,53.0542,4.7972,9.99,81,75,12.35,NL,1733485309
523,sungai raya,0.7,108.9,26.41,86,85,0.9,ID,1733485310
524,bereznik,62.8551,42.7072,-8.21,91,34,2.73,RU,1733485312
525,santo antonio do ica,-3.1022,-67.9397,24.3,97,100,0.45,BR,1733485313
526,alaghsas,17.0187,8.0168,26.94,12,0,10.29,NE,1733485314
527,coronel oviedo,-25.4167,-56.45,27.23,69,95,2.91,PY,1733485315
528,piraziz,40.9333,38.1333,11.9,82,40,1.03,TR,1733485316
529,groningen,53.25,6.75,10.04,86,100,10.8,NL,1733485317
530,cruzeiro do sul,-29.5128,-51.9853,30.85,64,77,4.97,BR,1733485318
531,patacamaya,-17.2333,-67.9167,12.36,42,83,2.52,BO,1733485319
532,chibougamau,49.9168,-74.3659,-13.21,85,100,6.17,CA,1733485320
533,posto fiscal rolim de moura,-13.0833,-62.2667,26.27,79,83,1.25,BR,1733485321
534,inderbor,48.55,51.7833,-1.68,54,28,4.97,KZ,1733485322
535,yichun,47.7,128.9,-15.01,88,79,5.39,CN,1733485323
536,juneau,58.3019,-134.4197,8.0,95,100,8.75,US,1733485325
537,el haouaria,37.05,11.0144,17.01,56,39,8.24,TN,1733485326
538,vanimo,-2.6741,141.3028,26.38,88,100,1.74,PG,1733485327
539,rio gallegos,-51.6226,-69.2181,6.03,61,20,4.63,AR,1733485328
540,anshun,26.25,105.9333,5.23,90,100,3.21,CN,1733485329
541,port-gentil,-0.7193,8.7815,29.98,74,40,5.66,GA,1733485330
542,tera,14.0078,0.7531,31.2,10,96,5.43,NE,1733485331
543,paphos,34.7667,32.4167,21.88,49,100,1.03,CY,1733485332
544,princeville,45.7668,-61.2985,1.97,81,75,7.2,CA,1733485281
545,hunchun,42.8675,130.3581,-7.18,50,7,4.67,CN,1733485334
546,pacific grove,36.6177,-121.9166,14.1,89,0,2.68,US,1733485335
547,sudak,44.85,34.9667,5.07,84,92,2.19,UA,1733485336
548,fada,7.25,4.0667,33.37,38,3,1.54,NG,1733485338
549,coahuayana de hidalgo,18.7,-103.6583,21.81,92,38,1.48,MX,1733485339
550,ugep,5.8086,8.0812,35.52,31,46,1.29,NG,1733485340
551,lethbridge,49.7,-112.8186,5.06,60,0,9.26,CA,1733485323
552,terrace,54.5163,-128.6035,7.95,100,100,8.75,CA,1733485342
553,linqiong,30.4159,103.4609,12.29,62,98,1.14,CN,1733485344
554,show low,34.2542,-110.0298,-1.7,77,0,0.0,US,1733485345
555,shatrovo,56.5167,64.6333,-8.54,90,7,3.15,RU,1733485346
556,griffith,41.5284,-87.4237,-9.71,82,0,3.09,US,1733485347
557,mongo,12.1844,18.693,33.37,12,0,2.24,TD,1733485348
558,dryden,49.7833,-92.7503,-10.84,85,100,2.57,CA,1733485302
559,pemangkat,1.1667,108.9667,26.94,83,99,0.61,ID,1733485351
560,bairnsdale,-37.8333,147.6167,20.03,80,100,2.85,AU,1733485352
561,williams lake,52.1415,-122.1445,1.76,88,100,6.17,CA,1733485073
562,kyaikkami,16.08,97.5675,28.0,76,2,3.42,MM,1733485355
563,vilyuchinsk,52.9306,158.4028,-7.85,82,19,4.68,RU,1733485356
564,bontang,0.1333,117.5,27.69,80,94,2.09,ID,1733485357
565,tolanaro,-25.0319,46.9987,33.04,66,20,9.77,MG,1733485358
566,kingston,17.997,-76.7936,23.98,91,37,1.59,JM,1733485359
567,churapcha,62.0025,132.4325,-26.73,99,100,2.02,RU,1733485360
568,kalengwa,-13.4659,25.0027,36.06,19,22,1.75,ZM,1733485362
569,kosonsoy,41.2561,71.5508,3.03,47,5,1.94,UZ,1733485363
570,bayganin,48.6947,55.8742,-3.41,64,4,3.7,KZ,1733485364
571,nizhniy ingash,56.2,96.53,-7.26,93,98,2.05,RU,1733485365
572,alpena,45.0617,-83.4327,-5.82,92,100,3.09,US,1733485366
573,obock,12.25,43.0833,25.1,51,0,7.2,DJ,1733485367
574,el calafate,-50.3408,-72.2768,6.7,63,26,2.84,AR,1733485257
575,nyurba,63.2842,118.3319,-10.85,93,100,4.15,RU,1733485369
576,prineville,44.2999,-120.8345,-4.61,100,75,1.54,US,1733485370
577,popondetta,-8.7537,148.2534,24.07,94,100,1.08,PG,1733485371
578,luderitz,-26.6481,15.1594,23.06,51,26,11.34,NA,1733485372
579,al faw,29.9776,48.4741,24.3,26,13,4.35,IQ,1733485374
